"Kod";"Nazwa";"Okresy";"Typy aktywności i wskaźniki";"Lokalizacje";"Wartość i precyzja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0000000;"POLSKA";"3 kwartał";"bierni zawodowo";"na wsi";"wartość liczbowa";"2017";5451;"tys. osób";"";
0000000;"POLSKA";"3 kwartał";"bierni zawodowo";"na wsi";"wartość liczbowa";"2018";5396;"tys. osób";"";
0000000;"POLSKA";"3 kwartał";"bierni zawodowo";"na wsi";"wartość liczbowa";"2019";5377;"tys. osób";"";
0000000;"POLSKA";"3 kwartał";"bierni zawodowo";"na wsi";"wartość liczbowa";"2020";5401;"tys. osób";"";
0000000;"POLSKA";"3 kwartał";"bierni zawodowo";"na wsi";"wartość liczbowa";"2021";5076;"tys. osób";"";
0000000;"POLSKA";"3 kwartał";"bierni zawodowo";"na wsi";"wartość liczbowa";"2022";5058;"tys. osób";"";
0000000;"POLSKA";"3 kwartał";"bierni zawodowo";"na wsi";"wartość liczbowa";"2023";5026;"tys. osób";"";
0000000;"POLSKA";"3 kwartał";"bierni zawodowo";"na wsi";"wartość liczbowa";"2024";5061;"tys. osób";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"ogółem";"wartość liczbowa";"2015";55,5;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"ogółem";"wartość liczbowa";"2016";55,7;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"ogółem";"wartość liczbowa";"2017";56,3;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"ogółem";"wartość liczbowa";"2018";56,5;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"ogółem";"wartość liczbowa";"2019";56,8;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"ogółem";"wartość liczbowa";"2020";56,6;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"ogółem";"wartość liczbowa";"2021";58,6;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"ogółem";"wartość liczbowa";"2022";58,3;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"ogółem";"wartość liczbowa";"2023";58,5;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"ogółem";"wartość liczbowa";"2024";58,6;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2015";56,9;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2016";56,9;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2017";57,2;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2018";57,4;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2019";57,7;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2020";57,6;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2021";59,2;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2022";58,6;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2023";58,8;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"w miastach";"wartość liczbowa";"2024";59,1;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2015";53,4;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2016";54,0;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2017";54,9;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2018";55,2;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2019";55,3;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2020";55,1;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2021";57,6;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2022";57,8;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2023";58,2;"%";"";
0000000;"POLSKA";"3 kwartał";"współczynnik aktywności zawodowej";"na wsi";"wartość liczbowa";"2024";58,0;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2015";51,5;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2016";52,4;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2017";53,6;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2018";54,4;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2019";55,0;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2020";54,7;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2021";56,8;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2022";56,6;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2023";56,9;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2024";56,9;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2015";53,0;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2016";53,6;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2017";54,5;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2018";55,4;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2019";55,9;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2020";55,7;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2021";57,4;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2022";57,0;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2023";57,0;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2024";57,4;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2015";49,3;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2016";50,5;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2017";52,3;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2018";52,8;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2019";53,6;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2020";53,1;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2021";55,9;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2022";56,0;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2023";56,8;"%";"";
0000000;"POLSKA";"3 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2024";56,2;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2015";7,2;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2016";6,0;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2017";4,8;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2018";3,9;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2019";3,1;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2020";3,3;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2021";3,1;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2022";2,9;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2023";2,7;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2024";2,9;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2015";6,9;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2016";5,8;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2017";4,7;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2018";3,5;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2019";3,1;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2020";3,2;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2021";3,1;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2022";2,8;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2023";3,0;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2024";2,8;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2015";7,7;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2016";6,4;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2017";4,8;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2018";4,4;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2019";3,2;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2020";3,5;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2021";3,0;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2022";3,1;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2023";2,4;"%";"";
0000000;"POLSKA";"3 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2024";3,1;"%";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2015";30790;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2016";30510;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2017";30375;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2018";30201;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2019";30787;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2020";30737;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2021";30488;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2022";30376;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2023";30361;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2024";30352;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2015";18703;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2016";18411;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2017";18284;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2018";18137;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2019";18760;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2020";18697;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2021";18494;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2022";18379;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2023";18324;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2024";18290;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2015";12088;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2016";12099;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2017";12091;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2018";12064;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2019";12028;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2020";12040;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2021";11994;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2022";11998;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2023";12037;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2024";12062;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2019";17281;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2020";17365;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2021";17804;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2022";17819;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2023";17870;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2024";17742;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2019";10797;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2020";10757;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2021";10923;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2022";10846;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2023";10778;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2024";10745;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2019";6484;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2020";6608;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2021";6881;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2022";6973;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2023";7092;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2024";6997;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2015";15958;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2016";16081;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2017";16175;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2018";16206;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2019";16780;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2020";16819;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2021";17293;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2022";17308;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2023";17323;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2024";17247;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2015";9973;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2016";9915;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2017";9921;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2018";9941;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2019";10475;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2020";10428;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2021";10626;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2022";10561;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2023";10486;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2024";10466;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2015";5986;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2016";6166;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2017";6254;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2018";6265;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2019";6305;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2020";6391;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2021";6667;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2022";6747;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2023";6837;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2024";6781;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2015";1209;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2016";957;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2017";768;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2018";649;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2019";500;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2020";547;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2021";511;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2022";511;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2023";547;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2024";495;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2015";692;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2016";536;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2017";413;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2018";362;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2019";322;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2020";329;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2021";296;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2022";285;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2023";292;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2024";279;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2015";517;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2016";421;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2017";355;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2018";287;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2019";179;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2020";217;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2021";214;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2022";226;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2023";255;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2024";216;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bierni zawodowo";"ogółem";"wartość liczbowa";"2015";13623;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bierni zawodowo";"ogółem";"wartość liczbowa";"2016";13472;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bierni zawodowo";"ogółem";"wartość liczbowa";"2017";13432;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bierni zawodowo";"ogółem";"wartość liczbowa";"2018";13346;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"bierni zawodowo";"ogółem";"wartość liczbowa";"2019";13507;"tys. osób";"";
