"Kod";"Nazwa";"Okresy";"Płeć";"Czas pracy";"Sekcje wg PKD";"Wartość i precyzja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0000000;"POLSKA";"4 kwartał";"ogółem";"ogółem";"usługi";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"ogółem";"usługi";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"ogółem";"usługi";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"ogółem";"usługi";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"ogółem";"usługi";"wartość liczbowa";"2019";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"ogółem";"usługi";"wartość liczbowa";"2020";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"ogółem";"usługi";"wartość liczbowa";"2021";10552;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"ogółem";"usługi";"wartość liczbowa";"2022";10733;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"ogółem";"usługi";"wartość liczbowa";"2023";10860;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"ogółem";"usługi";"wartość liczbowa";"2024";10892;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"ogółem";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"ogółem";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"ogółem";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"ogółem";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"ogółem";"wartość liczbowa";"2019";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"ogółem";"wartość liczbowa";"2020";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"ogółem";"wartość liczbowa";"2021";16278;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"ogółem";"wartość liczbowa";"2022";16246;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"ogółem";"wartość liczbowa";"2023";16191;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"ogółem";"wartość liczbowa";"2024";16127;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2019";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2020";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2021";1216;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2022";1159;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2023";1087;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2024";940;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2019";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2020";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2021";5135;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2022";5049;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2023";5004;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2024";5024;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"usługi";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"usługi";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"usługi";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"usługi";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"usługi";"wartość liczbowa";"2019";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"usługi";"wartość liczbowa";"2020";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"usługi";"wartość liczbowa";"2021";9827;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"usługi";"wartość liczbowa";"2022";9963;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"usługi";"wartość liczbowa";"2023";10002;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"pełny wymiar";"usługi";"wartość liczbowa";"2024";10046;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"ogółem";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"ogółem";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"ogółem";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"ogółem";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"ogółem";"wartość liczbowa";"2019";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"ogółem";"wartość liczbowa";"2020";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"ogółem";"wartość liczbowa";"2021";1015;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"ogółem";"wartość liczbowa";"2022";1062;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"ogółem";"wartość liczbowa";"2023";1133;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"ogółem";"wartość liczbowa";"2024";1120;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2019";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2020";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2021";147;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2022";149;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2023";136;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2024";118;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2019";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2020";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2021";134;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2022";135;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2023";129;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2024";145;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"usługi";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"usługi";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"usługi";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"usługi";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"usługi";"wartość liczbowa";"2019";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"usługi";"wartość liczbowa";"2020";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"usługi";"wartość liczbowa";"2021";725;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"usługi";"wartość liczbowa";"2022";771;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"usługi";"wartość liczbowa";"2023";857;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"ogółem";"niepełny wymiar";"usługi";"wartość liczbowa";"2024";846;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"ogółem";"wartość liczbowa";"2015";8776;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"ogółem";"wartość liczbowa";"2016";8866;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"ogółem";"wartość liczbowa";"2017";8940;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"ogółem";"wartość liczbowa";"2018";8946;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"ogółem";"wartość liczbowa";"2019";9314;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"ogółem";"wartość liczbowa";"2020";9281;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"ogółem";"wartość liczbowa";"2021";9454;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"ogółem";"wartość liczbowa";"2022";9383;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"ogółem";"wartość liczbowa";"2023";9326;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"ogółem";"wartość liczbowa";"2024";9304;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2019";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2020";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2021";826;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2022";812;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2023";776;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2024";677;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2019";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2020";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2021";3953;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2022";3896;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2023";3791;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2024";3835;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"usługi";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"usługi";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"usługi";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"usługi";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"usługi";"wartość liczbowa";"2019";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"usługi";"wartość liczbowa";"2020";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"usługi";"wartość liczbowa";"2021";4616;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"usługi";"wartość liczbowa";"2022";4624;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"usługi";"wartość liczbowa";"2023";4698;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"ogółem";"usługi";"wartość liczbowa";"2024";4729;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"ogółem";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"ogółem";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"ogółem";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"ogółem";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"ogółem";"wartość liczbowa";"2019";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"ogółem";"wartość liczbowa";"2020";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"ogółem";"wartość liczbowa";"2021";9069;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"ogółem";"wartość liczbowa";"2022";8978;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"ogółem";"wartość liczbowa";"2023";8931;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"ogółem";"wartość liczbowa";"2024";8876;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2019";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2020";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2021";770;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2022";750;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2023";716;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2024";620;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2019";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2020";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2021";3862;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2022";3802;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2023";3718;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2024";3740;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"usługi";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"usługi";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"usługi";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"usługi";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"usługi";"wartość liczbowa";"2019";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"usługi";"wartość liczbowa";"2020";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"usługi";"wartość liczbowa";"2021";4382;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"usługi";"wartość liczbowa";"2022";4379;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"usługi";"wartość liczbowa";"2023";4438;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"pełny wymiar";"usługi";"wartość liczbowa";"2024";4456;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2019";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2020";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2021";386;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2022";405;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2023";395;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2024";428;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2015";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2016";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2017";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2018";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2019";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2020";;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2021";56;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2022";62;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2023";59;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2024";58;"tys. osób";"";
