"Kod";"Nazwa";"Okresy";"Wykształcenie";"Wartość i precyzja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2019";60,7;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2020";61,7;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2021";62,1;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2022";62,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2023";63,5;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2024";63,6;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2015";82,5;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2016";80,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2017";80,6;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2018";82,0;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2019";82,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2020";82,0;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2021";82,7;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2022";84,1;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2023";83,1;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2024";82,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2015";65,7;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2016";64,8;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2017";64,0;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2018";64,1;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2019";62,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2020";61,3;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2021";61,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2022";62,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2023";62,7;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2024";59,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2015";54,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2016";55,7;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2017";56,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2018";55,3;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2019";54,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2020";57,3;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2021";56,0;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2022";54,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2023";55,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2024";62,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2015";62,5;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2016";57,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2017";58,7;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2018";55,8;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2019";55,8;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2020";57,5;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2021";57,5;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2022";59,5;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2023";56,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2024";56,8;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2015";17,7;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2016";15,0;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2017";15,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2018";17,7;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2019";15,5;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2020";18,3;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2021";18,6;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2022";18,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2023";16,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2024";14,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2015";59,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2016";59,4;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2017";60,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2018";60,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2019";60,3;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2020";60,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2021";62,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2022";62,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2023";63,3;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2024";63,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2015";82,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2016";82,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2017";81,4;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2018";80,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2019";81,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2020";80,6;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2021";83,1;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2022";83,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2023";84,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2024";84,4;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2015";63,6;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2016";62,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2017";62,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2018";63,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2019";62,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2020";60,6;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2021";61,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2022";61,5;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2023";59,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2024";57,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2015";54,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2016";51,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2017";56,6;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2018";58,4;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2019";54,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2020";55,6;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2021";55,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2022";57,1;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2023";59,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2024";57,1;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2015";61,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2016";61,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2017";61,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2018";56,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2019";54,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2020";55,5;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2021";58,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2022";58,6;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2023";55,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2024";57,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2015";18,5;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2016";15,5;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2017";16,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2018";18,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2019";18,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2020";18,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2021";20,6;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2022";18,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2023";16,6;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2024";16,5;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2015";60,9;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2016";60,1;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2017";60,7;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2018";60,9;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2019";60,9;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2020";60,6;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2021";63,0;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2022";63,2;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2023";63,5;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2024";64,4;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2015";82,4;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2016";82,6;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2017";81,4;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2018";81,2;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2019";82,7;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2020";81,8;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2021";83,6;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2022";83,9;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2023";84,8;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2024";84,2;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2015";63,4;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2016";61,9;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2017";62,0;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2018";61,2;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2019";61,3;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2020";60,4;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2021";60,5;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2022";59,0;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2023";57,6;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2024";59,2;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2015";53,0;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2016";52,6;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2017";54,9;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2018";61,1;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2019";56,2;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2020";53,5;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2021";54,6;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2022";59,5;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2023";58,2;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2024";55,3;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2015";65,0;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2016";62,8;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2017";59,4;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2018";56,6;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2019";54,8;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2020";54,5;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2021";59,4;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2022";57,6;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2023";54,2;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2024";56,3;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2015";20,7;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2016";17,0;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2017";18,6;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2018";18,5;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2019";18,4;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2020";18,2;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2021";20,7;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2022";20,4;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2023";17,4;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2024";18,3;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2015";61,8;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2016";59,8;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2017";59,7;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2018";60,5;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2019";61,5;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2020";60,3;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2021";62,5;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2022";63,3;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2023";63,5;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2024";63,3;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2015";82,8;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2016";81,2;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2017";81,4;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2018";82,5;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2019";82,4;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2020";80,8;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2021";84,0;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2022";83,5;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2023";82,4;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2024";82,8;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2015";67,3;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2016";64,3;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2017";63,5;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2018";61,9;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2019";61,0;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2020";59,6;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2021";59,6;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2022";60,7;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2023";60,7;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2024";58,9;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2015";54,9;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2016";55,5;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2017";51,8;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2018";54,5;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2019";57,2;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2020";54,0;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2021";55,4;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2022";56,3;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2023";59,5;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2024";58,4;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2015";63,4;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2016";59,6;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2017";54,3;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2018";57,3;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2019";57,3;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2020";56,4;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2021";59,0;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2022";58,6;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2023";56,6;"%";"";
