"Kod";"Nazwa";"Okresy";"Płeć";"Grupy wieku";"Wartość i precyzja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"25-34";"wartość liczbowa";"2021";88,0;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"25-34";"wartość liczbowa";"2022";89,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"25-34";"wartość liczbowa";"2023";92,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"25-34";"wartość liczbowa";"2024";90,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2015";88,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2016";88,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2017";88,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2018";89,1;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2019";89,1;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2020";88,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2021";91,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2022";91,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2023";91,1;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2024";92,7;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2015";67,8;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2016";66,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2017";67,1;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2018";68,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2019";67,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2020";68,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2021";69,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2022";70,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2023";70,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2024";68,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2015";36,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2016";39,8;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2017";35,8;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2018";39,1;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2019";33,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2020";37,3;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2021";36,6;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2022";41,8;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2023";38,6;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2024";38,1;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2015";94,5;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2016";92,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2017";94,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2018";95,0;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2019";93,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2020";95,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2021";94,1;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2022";94,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2023";96,8;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2024";94,8;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2015";92,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2016";92,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2017";93,3;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2018";93,6;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2019";95,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2020";94,5;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2021";95,7;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2022";95,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2023";94,8;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2024";94,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2015";53,8;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2016";51,8;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2017";52,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2018";53,6;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2019";54,3;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2020";55,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2021";55,8;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2022";56,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2023";57,3;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2024";58,7;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2015";33,6;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2016";30,7;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2017";32,5;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2018";30,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2019";32,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2020";37,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2021";33,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2022";26,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2023";30,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2024";34,0;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2015";85,1;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2016";82,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2017";82,6;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2018";85,0;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2019";83,1;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2020";84,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2021";81,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2022";84,1;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2023";87,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2024";87,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2015";83,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2016";84,5;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2017";84,6;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2018";84,9;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2019";83,4;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2020";82,3;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2021";87,0;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2022";89,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2023";87,2;"%";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2024";90,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2015";59,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2016";59,4;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2017";60,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2018";60,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2019";60,3;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2020";60,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2021";62,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2022";62,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2023";63,3;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2024";63,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2015";33,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2016";35,3;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2017";36,4;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2018";38,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2019";36,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2020";32,3;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2021";34,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2022";29,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2023";33,5;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2024";34,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2015";89,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2016";89,3;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2017";89,3;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2018";87,1;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2019";87,1;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2020";87,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2021";90,5;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2022";91,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2023";92,6;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2024";91,3;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2015";88,5;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2016";89,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2017";88,5;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2018";89,1;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2019";88,4;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2020";87,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2021";91,4;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2022";91,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2023";91,5;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2024";92,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2015";66,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2016";66,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2017";68,4;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2018";68,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2019";67,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2020";68,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2021";69,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2022";69,1;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2023";69,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2024";69,5;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2015";36,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2016";40,1;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2017";40,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2018";42,6;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2019";37,3;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2020";37,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2021";34,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2022";30,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2023";35,1;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2024";34,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2015";92,5;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2016";92,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2017";95,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2018";93,6;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2019";92,1;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2020";94,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2021";95,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2022";95,5;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2023";96,6;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2024";96,4;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2015";92,3;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2016";92,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2017";90,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2018";92,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2019";93,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2020";93,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2021";96,3;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2022";96,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2023";94,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2024";96,6;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2015";53,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2016";53,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2017";53,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2018";53,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2019";53,6;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2020";53,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2021";56,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2022";57,1;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2023";58,0;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2024";58,5;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2015";30,5;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2016";30,3;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2017";32,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2018";33,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2019";34,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2020";27,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2021";34,1;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2022";29,6;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2023";31,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2024";33,3;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2015";85,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2016";86,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2017";82,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2018";80,6;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2019";82,1;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2020";80,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2021";85,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2022";87,8;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2023";88,4;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2024";85,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2015";84,4;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2016";85,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2017";86,2;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2018";86,4;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2019";82,9;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2020";80,3;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2021";86,6;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2022";87,7;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2023";88,1;"%";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2024";89,2;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2015";60,9;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2016";60,1;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2017";60,7;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2018";60,9;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2019";60,9;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2020";60,6;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2021";63,0;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2022";63,2;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2023";63,5;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2024";64,4;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"15-24";"wartość liczbowa";"2015";33,9;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"15-24";"wartość liczbowa";"2016";34,2;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"15-24";"wartość liczbowa";"2017";35,1;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"15-24";"wartość liczbowa";"2018";33,5;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"15-24";"wartość liczbowa";"2019";37,0;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"15-24";"wartość liczbowa";"2020";30,9;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"15-24";"wartość liczbowa";"2021";32,8;"%";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"15-24";"wartość liczbowa";"2022";35,9;"%";"";
