"Kod";"Nazwa";"Okresy";"Płeć";"Grupy wieku";"Wartość i precyzja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0000000;"POLSKA";"4 kwartał";"kobiety";"35-44";"wartość liczbowa";"2016";2140;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"kobiety";"35-44";"wartość liczbowa";"2017";2189;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"kobiety";"35-44";"wartość liczbowa";"2018";2232;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"kobiety";"35-44";"wartość liczbowa";"2019";2332;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"kobiety";"35-44";"wartość liczbowa";"2020";2348;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"kobiety";"35-44";"wartość liczbowa";"2021";2451;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"kobiety";"35-44";"wartość liczbowa";"2022";2469;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"kobiety";"35-44";"wartość liczbowa";"2023";2457;"tys. osób";"";
0000000;"POLSKA";"4 kwartał";"kobiety";"35-44";"wartość liczbowa";"2024";2429;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2015";2787;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2016";2534;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2017";2574;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2018";2609;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2019";2722;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2020";2766;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2021";2776;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2022";2809;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2023";2839;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2024";2851;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"15-24";"wartość liczbowa";"2015";203;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"15-24";"wartość liczbowa";"2016";188;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"15-24";"wartość liczbowa";"2017";176;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"15-24";"wartość liczbowa";"2018";175;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"15-24";"wartość liczbowa";"2019";177;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"15-24";"wartość liczbowa";"2020";200;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"15-24";"wartość liczbowa";"2021";182;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"15-24";"wartość liczbowa";"2022";177;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"15-24";"wartość liczbowa";"2023";179;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"15-24";"wartość liczbowa";"2024";189;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"25-34";"wartość liczbowa";"2015";841;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"25-34";"wartość liczbowa";"2016";694;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"25-34";"wartość liczbowa";"2017";692;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"25-34";"wartość liczbowa";"2018";683;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"25-34";"wartość liczbowa";"2019";691;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"25-34";"wartość liczbowa";"2020";705;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"25-34";"wartość liczbowa";"2021";653;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"25-34";"wartość liczbowa";"2022";659;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"25-34";"wartość liczbowa";"2023";699;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"25-34";"wartość liczbowa";"2024";647;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2015";784;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2016";723;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2017";743;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2018";761;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2019";812;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2020";805;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2021";852;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2022";845;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2023";795;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"35-44";"wartość liczbowa";"2024";825;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2015";1502;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2016";1355;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2017";1370;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2018";1389;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2019";1444;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2020";1464;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2021";1467;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2022";1487;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2023";1494;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2024";1469;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2015";111;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2016";109;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2017";95;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2018";101;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2019";92;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2020";101;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2021";97;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2022";110;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2023";102;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2024";102;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2015";448;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2016";367;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2017";369;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2018";360;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2019";366;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2020";374;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2021";349;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2022";351;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2023";358;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2024";328;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2015";420;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2016";375;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2017";387;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2018";396;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2019";432;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2020";429;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2021";446;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2022";432;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2023";421;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2024";431;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2015";1284;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2016";1180;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2017";1204;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2018";1220;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2019";1278;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2020";1302;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2021";1309;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2022";1322;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2023";1345;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2024";1381;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2015";92;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2016";80;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2017";82;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2018";74;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2019";85;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2020";98;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2021";85;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2022";67;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2023";77;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2024";87;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2015";393;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2016";328;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2017";323;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2018";323;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2019";325;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2020";330;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2021";304;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2022";307;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2023";341;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2024";320;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2015";363;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2016";348;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2017";356;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2018";365;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2019";381;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2020";376;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2021";407;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2022";414;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2023";374;"tys. osób";"";
1400000;"MAZOWIECKIE";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2024";394;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2015";2835;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2016";2570;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2017";2619;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2018";2625;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2019";2705;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2020";2701;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2021";2807;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2022";2802;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2023";2832;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2024";2862;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2015";203;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2016";189;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2017";188;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2018";191;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2019";192;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2020";171;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2021";177;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2022";154;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2023";174;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2024";180;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2015";865;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2016";713;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2017";699;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2018";656;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2019";682;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2020";682;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2021";661;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2022";672;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2023";654;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2024";628;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2015";820;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2016";728;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2017";740;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2018";765;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2019";805;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2020";794;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2021";859;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2022";843;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2023";839;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2024";842;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2015";1534;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2016";1362;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2017";1396;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2018";1403;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2019";1442;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2020";1445;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2021";1477;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2022";1464;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2023";1470;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2024";1483;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2015";117;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2016";110;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2017";106;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2018";109;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2019";101;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2020";100;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2021";90;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2022";79;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2023";93;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2024";94;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2015";466;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2016";367;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2017";374;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2018";352;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2019";361;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2020";369;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2021";358;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2022";362;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2023";343;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2024";347;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2015";441;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2016";377;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2017";377;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2018";392;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2019";426;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2020";427;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2021";440;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2022";428;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2023";432;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2024";421;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2015";1301;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2016";1208;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2017";1223;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2018";1222;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2019";1263;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2020";1256;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2021";1330;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2022";1339;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2023";1362;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2024";1378;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2015";87;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2016";79;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2017";83;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2018";82;"tys. osób";"";
1400000;"MAZOWIECKIE";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2019";91;"tys. osób";"";
